Dataset	MAG	Superkindom	Phylumn	Class	Order	Family	Genu	Species	Completeness	Contamination	Size (bp)	Total_cds	Category_L	Percentage
DSGC	SAMN10739806_bin.33	d__Bacteria	p__Campylobacterota	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__S144-51	s__	97.33	1.434	1641617	1686	101	0.0599
DSGC	SAMN10739806_bin.46	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__AUK083	g__AUK083	s__	92.38	2.158	2564220	2178	141	0.0647
DSGC	SAMN10739806_bin.4	d__Bacteria	p__JdFR-76	c__JdFR-76	o__JdFR-76	f__BMS3Abin05	g__BMS3Abin05	s__	90.34	2.197	3407978	3072	134	0.0436
DSGC	SAMN10739806_bin.61	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Nautiliales	f__Nautiliaceae	g__	s__	93.63	2.54	1290468	1483	92	0.062
DSGC	SAMN10739806_bin.7	d__Bacteria	p__WOR-3	c__32-111	o__QNBC01	f__QNBC01	g__QNBC01	s__QNBC01	98.9	1.098	2194112	2171	139	0.064
DSGC	SAMN10739806_bin.8	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Aciduliprofundales	f__Aciduliprofundaceae	g__	s__	96.77	0	1480663	1587	122	0.0769
DSGC	SAMN10864365_bin.100	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__S144-17	s__	98.78	0.595	3057235	2632	117	0.0445
DSGC	SAMN10864365_bin.102	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfohalobiaceae	g__Desulfothermus	s__	97.32	0	2171869	2044	87	0.0426
DSGC	SAMN10864365_bin.103	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__	s__	99.97	0	2469591	2235	96	0.043
DSGC	SAMN10864365_bin.10	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__UBA1140	s__	92.62	2.049	1844183	1807	86	0.0476
DSGC	SAMN10864365_bin.112	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__BM303	g__BM303	s__	98.04	0.869	2603390	2557	128	0.0501
DSGC	SAMN10864365_bin.113	d__Bacteria	p__Synergistota	c__JAGHAJ01	o__JAGHAJ01	f__JAGHAJ01	g__JAGHAJ01	s__	100	0	2139681	2181	111	0.0509
DSGC	SAMN10864365_bin.116	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__M2005	s__	90.9	2	2979747	2512	111	0.0442
DSGC	SAMN10864365_bin.117	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UWMA-0217	f__UWMA-0217	g__	s__	98.21	2.583	2836889	2646	127	0.048
DSGC	SAMN10864365_bin.118	d__Archaea	p__Thermoproteota	c__Korarchaeia	o__Korarchaeales	f__Korarchaeaceae	g__WALU01	s__	94.32	1.869	1693416	1777	85	0.0478
DSGC	SAMN10864365_bin.119	d__Bacteria	p__Spirochaetota	c__JAHITG01	o__JAHITG01	f__JAHITG01	g__	s__	95.43	1.123	2686800	2540	141	0.0555
DSGC	SAMN10864365_bin.120	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAADDB01	f__JAADDB01	g__	s__	93.63	1.818	3115774	2570	124	0.0482
DSGC	SAMN10864365_bin.123	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__NBVN01	g__WAOL01	s__	98.73	4.324	2275725	2493	123	0.0493
DSGC	SAMN10864365_bin.124	d__Bacteria	p__WOR-3	c__Hydrothermia	o__B15-G9	f__WFZT01	g__WFZT01	s__	93.4	0	2197713	2026	100	0.0494
DSGC	SAMN10864365_bin.132	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__	g__	s__	93.43	0.595	2239885	2090	109	0.0522
DSGC	SAMN10864365_bin.134	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Marinithermaceae	g__Oceanithermus	s__	94.04	3.404	2062577	2046	91	0.0445
DSGC	SAMN10864365_bin.136	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	90	2.909	3804411	3301	151	0.0457
DSGC	SAMN10864365_bin.140	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__JAADEQ01	s__	93.44	2.459	1451449	1555	80	0.0514
DSGC	SAMN10864365_bin.141	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__QNZT01	g__	s__	99.1	1.474	2342309	2337	98	0.0419
DSGC	SAMN10864365_bin.143	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__JAADDL01	g__	s__	99.87	0.769	2015459	2048	134	0.0654
DSGC	SAMN10864365_bin.145	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Ferroglobus	s__	91.95	3.32	1328148	1926	100	0.0519
DSGC	SAMN10864365_bin.146	d__Bacteria	p__WOR-3	c__Hydrothermia	o__WGAB01	f__WGAB01	g__WGAB01	s__	95.6	1.098	2007061	1800	103	0.0572
DSGC	SAMN10864365_bin.147	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__J093	g__	s__	97.97	4.054	4058567	3106	142	0.0457
DSGC	SAMN10864365_bin.148	d__Bacteria	p__Caldisericota	c__Caldisericia	o__Caldisericales	f__Caldisericaceae	g__AUK232	s__	98.21	0	1562529	1619	117	0.0723
DSGC	SAMN10864365_bin.14	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__JAADDV01	s__	98.47	2.235	1736367	1840	83	0.0451
DSGC	SAMN10864365_bin.150	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__DRPN01	s__	98.57	1.428	3194660	2503	89	0.0356
DSGC	SAMN10864365_bin.151	d__Bacteria	p__DYJV01	c__DYJV01	o__DYJV01	f__DYJV01	g__	s__	98.26	0.84	2543975	2458	114	0.0464
DSGC	SAMN10864365_bin.155	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__Persephonella	s__	98.57	2.032	1719330	1799	104	0.0578
DSGC	SAMN10864365_bin.157	d__Bacteria	p__KSB1	c__UBA2214	o__JACIZP01	f__JADDFT01	g__JADDFT01	s__	97.8	3.296	4772615	3581	117	0.0327
DSGC	SAMN10864365_bin.158	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__Thiolapillus	s__	90.59	3.855	2323638	2374	115	0.0484
DSGC	SAMN10864365_bin.159	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__JAADCZ01	s__	95.81	0.595	2389935	2227	121	0.0543
DSGC	SAMN10864365_bin.15	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__JAABRJ01	g__	s__	95.02	0.967	4376272	4009	137	0.0342
DSGC	SAMN10864365_bin.160	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Ignisphaeraceae	g__JAADCV01	s__	99.01	4.957	1592168	1838	98	0.0533
DSGC	SAMN10864365_bin.164	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__Sulfidibacterium	s__	96.23	1.612	3091915	2485	103	0.0414
DSGC	SAMN10864365_bin.168	d__Bacteria	p__Campylobacterota	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__	s__	98.77	0.136	1742553	1712	68	0.0397
DSGC	SAMN10864365_bin.169	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__UBA1140	s__	95.9	1.229	1817265	1818	72	0.0396
DSGC	SAMN10864365_bin.16	d__Bacteria	p__Desulfobacterota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfatatoraceae	g__JAADCO01	s__	91.22	1.234	1879585	1850	95	0.0514
DSGC	SAMN10864365_bin.173	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__NBVN01	g__EX4484-204	s__	100	2.109	1945461	2108	104	0.0493
DSGC	SAMN10864365_bin.17	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__JAADDG01	g__JAADDG01	s__	96.92	0.576	2175889	2145	108	0.0503
DSGC	SAMN10864365_bin.22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__Thiolapillus	s__	97.41	1.934	2629326	2600	118	0.0454
DSGC	SAMN10864365_bin.23	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DRMK01	f__DRMK01	g__DRMK01	s__	96.12	1.165	2486172	2304	126	0.0547
DSGC	SAMN10864365_bin.24	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus_C	s__	98.03	0.816	1618695	1743	89	0.0511
DSGC	SAMN10864365_bin.25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAADJA01	g__JAADJA01	s__	95.01	2.688	4012946	3415	171	0.0501
DSGC	SAMN10864365_bin.26	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__	s__	98.9	0	3765427	3034	139	0.0458
DSGC	SAMN10864365_bin.27	d__Archaea	p__Thermoproteota	c__Korarchaeia	o__Korarchaeales	f__Korarchaeaceae	g__	s__	90.51	1.869	1541949	2021	107	0.0529
DSGC	SAMN10864365_bin.28	d__Bacteria	p__Planctomycetota	c__UBA1135	o__	f__	g__	s__	93.36	4.301	4216821	3134	116	0.037
DSGC	SAMN10864365_bin.29	d__Bacteria	p__Desulfobacterota_C	c__Deferrisomatia	o__Deferrisomatales	f__Deferrisomataceae	g__Deferrisoma	s__	90.75	4.201	3233093	3243	157	0.0484
DSGC	SAMN10864365_bin.30	d__Bacteria	p__Thermosulfidibacterota	c__Thermosulfidibacteria	o__Thermosulfidibacterales	f__	g__	s__	94.65	2.784	1656368	1774	71	0.04
DSGC	SAMN10864365_bin.35	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__SZUA-6	g__	s__	97.6	0	3140953	2791	90	0.0322
DSGC	SAMN10864365_bin.36	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__WAKM01	s__	93.79	4.901	1318904	1660	91	0.0548
DSGC	SAMN10864365_bin.38	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__WAKM01	s__	92.48	3.481	1730822	2180	113	0.0518
DSGC	SAMN10864365_bin.3	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__WGAL01	s__	97.18	0.67	2530656	2183	118	0.0541
DSGC	SAMN10864365_bin.40	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__	97.5	1.155	2539961	2903	124	0.0427
DSGC	SAMN10864365_bin.41	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__	s__	93.87	1.29	1930444	1933	115	0.0595
DSGC	SAMN10864365_bin.44	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__DRMV01	g__JAADEN01	s__	90	2.727	2398849	2068	102	0.0493
DSGC	SAMN10864365_bin.45	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__	s__	94.53	2.105	2411628	2353	107	0.0455
DSGC	SAMN10864365_bin.46	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__B16-G9	s__	95.69	0.268	3086197	2505	100	0.0399
DSGC	SAMN10864365_bin.51	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__	s__	96.34	0.595	2619577	2293	106	0.0462
DSGC	SAMN10864365_bin.52	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__QOAL01	s__	99.97	0.595	2608980	2335	95	0.0407
DSGC	SAMN10864365_bin.53	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Nitratifractor	s__	95.54	1.434	1708936	1901	119	0.0626
DSGC	SAMN10864365_bin.54	d__Bacteria	p__Desulfobacterota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermodesulfobacterium	s__	96.23	0.617	1601929	1619	97	0.0599
DSGC	SAMN10864365_bin.56	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__	90.16	2.39	1618199	1824	82	0.045
DSGC	SAMN10864365_bin.59	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__Caldithrix	s__	94.44	2.197	3759745	3223	185	0.0574
DSGC	SAMN10864365_bin.62	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__	s__	99.4	0	2836633	2525	128	0.0507
DSGC	SAMN10864365_bin.65	d__Bacteria	p__WOR-3	c__Hydrothermia	o__B15-G9	f__WFZT01	g__WFZT01	s__	94.5	0	2335569	2055	99	0.0482
DSGC	SAMN10864365_bin.67	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__QNZT01	g__	s__	98.2	1.666	2447863	2379	127	0.0534
DSGC	SAMN10864365_bin.68	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__UBA1140	s__	92.82	2.663	1924348	2073	139	0.0671
DSGC	SAMN10864365_bin.71	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__QOAL01	s__	97.89	0	2492831	2352	104	0.0442
DSGC	SAMN10864365_bin.72	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__BMS3ABIN04	s__	97.2	1.117	3080162	2671	110	0.0412
DSGC	SAMN10864365_bin.73	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__JAADER01	s__	98.52	1.47	1567478	1855	85	0.0458
DSGC	SAMN10864365_bin.74	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UWMA-0217	f__UWMA-0217	g__	s__	95.28	1.419	3362617	3115	161	0.0517
DSGC	SAMN10864365_bin.76	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__GCA-2747695	s__	94.85	1.47	1937536	1832	95	0.0519
DSGC	SAMN10864365_bin.77	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__JAGGTJ01	s__	95.8	0.86	2331407	2007	111	0.0553
DSGC	SAMN10864365_bin.79	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__Fen-1342	g__	s__	92.46	1.704	3441947	2903	128	0.0441
DSGC	SAMN10864365_bin.82	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__JAADEY01	s__	93.03	1.525	1405301	1631	80	0.049
DSGC	SAMN10864365_bin.85	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__	s__	97.2	1.229	2710553	2331	110	0.0472
DSGC	SAMN10864365_bin.86	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__QOAL01	g__JAADCZ01	s__	92.04	1.818	2046728	2129	103	0.0484
DSGC	SAMN10864365_bin.87	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA1556	g__QNXT01	s__	90.21	0.425	2779696	2526	125	0.0495
DSGC	SAMN10864365_bin.94	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Nitratifractor	s__	92.82	2.049	1825289	1995	99	0.0496
DSGC	SAMN10864365_bin.97	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__JAADER01	s__	100	0.735	1503320	1664	86	0.0517
DSGC	SAMN10864365_bin.98	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Thermopetrobacteraceae	g__Thermopetrobacter	s__	97.82	1.086	2400926	2314	91	0.0393
DSGC	SAMN10864365_bin.99	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__	s__	91.86	1.648	2536995	2599	136	0.0523
DSGC	SAMN12239298_bin.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__JdFR-42	g__WAJW01	s__WAJW01	98.52	1.47	1757897	2010	87	0.0433
DSGC	SAMN12239298_bin.23	d__Bacteria	p__Nitrospirota	c__9FT-COMBO-42-15	o__HDB-SIOI813	f__	g__	s__	91.64	2.38	1831312	2034	90	0.0442
DSGC	SAMN12239298_bin.24	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__JdFR-85	g__JAADIE01	s__JAADIE01	98.18	1.818	2281655	2394	117	0.0489
DSGC	SAMN12239298_bin.26	d__Archaea	p__Hydrothermarchaeota	c__Hydrothermarchaeia	o__Hydrothermarchaeales	f__	g__	s__	91.04	2.875	1342632	1878	89	0.0474
DSGC	SAMN12239298_bin.31	d__Bacteria	p__WOR-3	c__Hydrothermia	o__WGAB01	f__WGAB01	g__S141-55	s__	90.49	1.163	2156628	2143	114	0.0532
DSGC	SAMN12239298_bin.5	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Geothermarchaeales	f__JDFR-13	g__WAMZ01	s__WAMZ01	93.2	0.97	1564497	1664	91	0.0547
DSGC	SAMN12239299_bin.11	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__JAADDL01	g__JAADDL01	s__JAADDL01	99.48	1.089	1996200	2084	123	0.059
DSGC	SAMN12239299_bin.16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__Putridiphycobacter	s__	94.86	2.972	3681914	3493	156	0.0447
DSGC	SAMN12239299_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__Sulfidibacterium	s__Sulfidibacterium	96.77	1.344	2977233	2670	133	0.0498
DSGC	SAMN12239299_bin.18	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__S010-53	s__S010-53	98.78	1.829	2298723	2273	106	0.0466
DSGC	SAMN12239299_bin.19	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__WFNF01	s__WFNF01	95.52	1.219	2498569	2455	129	0.0525
DSGC	SAMN12239299_bin.27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__JAADED01	g__WGBX01	s__WGBX01	90.8	0.735	2104946	2007	119	0.0593
DSGC	SAMN12239299_bin.29	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Profundibacter	s__Profundibacter	96.46	3.003	3348265	3427	144	0.042
DSGC	SAMN12239299_bin.32	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiomicrospirales	f__Thiomicrospiraceae	g__Hydrogenovibrio	s__Hydrogenovibrio	95.73	0.731	1902671	1843	126	0.0684
DSGC	SAMN12239299_bin.35	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GRL18	f__GRL18	g__GRL18	s__GRL18	96.95	1.422	3546857	3280	202	0.0616
DSGC	SAMN12239299_bin.40	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Parvicellaceae	g__S010-51	s__S010-51	92.45	1.344	3471447	3149	169	0.0537
DSGC	SAMN12239299_bin.42	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__S010-25	s__S010-25	96.06	2.653	2651051	2494	132	0.0529
DSGC	SAMN12239299_bin.43	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonas	93.63	2.769	1946303	2086	133	0.0638
DSGC	SAMN12239299_bin.46	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__	91	2.271	2187963	2310	118	0.0511
DSGC	SAMN12239299_bin.5	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfocapsa	s__	97.12	2.314	3664381	3639	197	0.0541
DSGC	SAMN12239300_bin.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__	92.17	1.68	1801690	1961	128	0.0653
DSGC	SAMN12239300_bin.22	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__CAITKP01	s__CAITKP01	96.74	2.439	1828401	1972	124	0.0629
DSGC	SAMN12239301_bin.102	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__	s__	94.87	1.101	1682524	1638	80	0.0488
DSGC	SAMN12239301_bin.103	d__Bacteria	p__Aquificota	c__Desulfurobacteriia	o__Desulfurobacteriales	f__Desulfurobacteriaceae	g__Balnearium	s__Balnearium	98.62	2.32	1652007	1777	99	0.0557
DSGC	SAMN12239301_bin.105	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__WFPA01	s__WFPA01	96.2	1.146	2612421	2509	114	0.0454
DSGC	SAMN12239301_bin.117	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Hydrogenimonadaceae	g__Hydrogenimonas	s__Hydrogenimonas	90.4	1.829	1870071	2066	98	0.0474
DSGC	SAMN12239301_bin.118	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__DROE01	s__DROE01	92.47	2.049	2423281	2568	102	0.0397
DSGC	SAMN12239301_bin.119	d__Archaea	p__Asgardarchaeota	c__Heimdallarchaeia	o__UBA460	f__Kariarchaeaceae	g__WAKA01	s__WAKA01	92.05	2.336	3620269	3342	150	0.0449
DSGC	SAMN12239301_bin.122	d__Bacteria	p__Desulfobacterota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermosulfurimonas_A	s__Thermosulfurimonas_A	97.59	3.497	1656744	1782	103	0.0578
DSGC	SAMN12239301_bin.125	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum	98.36	0.21	1828301	1918	100	0.0521
DSGC	SAMN12239301_bin.130	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__S144-34	f__S144-34	g__S144-34	s__S144-34	91.63	4.176	2367473	2492	139	0.0558
DSGC	SAMN12239301_bin.134	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__WFXD01	s__WFXD01	95.87	0.958	2560162	2403	147	0.0612
DSGC	SAMN12239301_bin.136	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA3077	s__UBA3077	95.7	1.34	2547784	2651	125	0.0472
DSGC	SAMN12239301_bin.140	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Thermotomaculales	f__Thermotomaculaceae	g__Thermotomaculum	s__Thermotomaculum	94.01	2.564	2011108	2016	88	0.0437
DSGC	SAMN12239301_bin.142	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__S012-40	f__S012-40	g__S012-40	s__S012-40	95.45	1.115	2408315	2272	123	0.0541
DSGC	SAMN12239301_bin.145	d__Bacteria	p__Aquificota	c__Aquificae	o__Aquificales	f__Aquificaceae	g__Hydrogenivirga	s__Hydrogenivirga	94.78	2.235	1571841	1846	106	0.0574
DSGC	SAMN12239301_bin.146	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Nitratifractor	s__Nitratifractor	99.18	0.409	1900750	1898	94	0.0495
DSGC	SAMN12239301_bin.14	d__Bacteria	p__KSB1	c__UBA2214	o__DRLW01	f__DRLW01	g__DRLW01	s__DRLW01	96.63	1.098	4816306	3802	151	0.0397
DSGC	SAMN12239301_bin.19	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__UBA1924	g__UBA1924	s__UBA1924	94.31	0	2746087	2375	108	0.0455
DSGC	SAMN12239301_bin.20	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonas	90.58	1.024	1747257	1837	124	0.0675
DSGC	SAMN12239301_bin.27	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Alteromonadaceae	g__GCA-2401725	s__GCA-2401725	97.3	0.875	3525496	3206	211	0.0658
DSGC	SAMN12239301_bin.31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__S012-47	g__S012-47	s__S012-47	97.04	0.615	2868614	2487	119	0.0478
DSGC	SAMN12239301_bin.36	d__Archaea	p__Hydrothermarchaeota	c__Hydrothermarchaeia	o__Hydrothermarchaeales	f__BMS3B	g__JAADFH01	s__JAADFH01	97.19	1.869	1591424	1888	93	0.0493
DSGC	SAMN12239301_bin.37	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Acidilobaceae	g__S012-22	s__S012-22	94.38	1.476	1640608	1799	95	0.0528
DSGC	SAMN12239301_bin.39	d__Bacteria	p__Aquificota	c__Aquificae	o__Aquificales	f__Aquificaceae	g__WFWF01	s__WFWF01	98.57	0	1597647	1784	117	0.0656
DSGC	SAMN12239301_bin.42	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__WAKM01	s__WAKM01	98.85	0	1515432	1755	103	0.0587
DSGC	SAMN12239301_bin.44	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__GCA-2746365	s__GCA-2746365	93.76	0.968	2820019	2677	119	0.0445
DSGC	SAMN12239301_bin.50	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__Hydrogenothermus	s__Hydrogenothermus	93.56	3.169	1869959	2426	174	0.0717
DSGC	SAMN12239301_bin.54	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__S012-135	g__S012-135	s__S012-135	97.32	2.019	2889896	2544	116	0.0456
