GeneCluster	RGC	REG_rate	Mem
DSM_0452760542	OM	0.00 	38
DSM_0313682619	OM	0.00 	4
Soil_0119118297	OM	0.13 	8
DSM_0117630996	OM	0.00 	3
Soil_0142613366	OM	0.00 	37
DSM_0414101200	OM	0.00 	4
OM-RGC.v2.040107266	OM	0.00 	5
DSM_0129781395	OM	0.10 	10
DSM_0438201216	OM	0.00 	3
DSM_0283627286	OM	0.00 	8
Soil_0117268142	OM	0.00 	11
DSM_0334911652	OM	0.09 	11
Soil_0082271347	OM	0.25 	4
DSM_0082137538	OM	0.00 	7
Soil_0138319889	OM	0.00 	7
DSM_0411426168	OM	0.00 	56
Soil_0145670448	OM	0.09 	22
Soil_0000334445	OM	0.00 	5
OM-RGC.v2.013635938	OM	0.00 	3
Soil_0006255258	OM	0.00 	3
Soil_0030968750	OM	0.07 	29
DSM_0212115784	OM	0.14 	7
DSM_0122786515	OM	0.00 	3
DSM_0405163203	OM	0.00 	14
DSM_0056956111	OM	0.05 	19
DSM_0305029431	OM	0.67 	3
OM-RGC.v2.015004000	OM	0.00 	6
DSM_0350770903	OM	0.00 	4
DSM_0272108157	OM	0.00 	10
DSM_0003671302	OM	0.06 	18
Soil_0096241290	OM	0.03 	31
Soil_0085398044	OM	0.00 	3
DSM_0155411458	OM	0.17 	6
Soil_0156572503	OM	0.17 	6
DSM_0306563879	OM	0.00 	6
DSM_0205036204	OM	0.00 	3
DSM_0395299248	OM	0.00 	6
DSM_0095152769	OM	0.00 	5
DSM_0181389682	OM	0.00 	7
DSM_0025943266	OM	0.00 	4
DSM_0203421039	OM	0.04 	24
DSM_0141776412	OM	0.00 	11
DSM_0414776500	OM	0.00 	4
Soil_0127029263	OM	0.00 	6
DSM_0448217754	OM	0.16 	25
DSM_0491924725	OM	0.07 	29
OM-RGC.v2.034426618	OM	0.00 	4
OM-RGC.v2.016480406	OM	0.00 	13
DSM_0253988550	OM	0.00 	9
DSM_0098395545	OM	0.00 	4
Soil_0049704928	OM	0.00 	17
DSM_0057574387	OM	0.00 	6
DSM_0091508111	OM	0.00 	3
DSM_0284727814	OM	0.00 	41
DSM_0481950447	OM	0.00 	11
DSM_0190471875	OM	0.09 	11
Soil_0108167359	OM	0.00 	4
DSM_0446741973	OM	0.17 	6
DSM_0142620235	OM	0.00 	5
DSM_0334661685	OM	0.00 	9
DSM_0074417683	OM	0.00 	7
OM-RGC.v2.040582859	OM	0.00 	8
DSM_0416129025	OM	0.09 	43
DSM_0310672900	OM	0.00 	4
Soil_0069136938	OM	0.00 	22
DSM_0237328718	OM	0.00 	25
Soil_0111015737	OM	0.08 	13
Soil_0077758151	OM	0.07 	15
Soil_0070151089	OM	0.00 	31
DSM_0121511694	OM	0.00 	4
DSM_0492034519	OM	0.00 	41
DSM_0402955150	OM	0.00 	5
DSM_0196975447	OM	0.00 	4
OM-RGC.v2.038676648	OM	0.00 	15
Soil_0112983701	OM	0.00 	8
Soil_0029647428	OM	0.06 	33
DSM_0078916219	OM	0.00 	11
DSM_0261112013	OM	0.00 	20
Soil_0107361350	OM	0.00 	20
DSM_0429345014	OM	0.04 	28
OM-RGC.v2.019167160	OM	0.00 	13
Soil_0151727022	OM	0.00 	45
Soil_0144958070	OM	0.13 	8
DSM_0367428109	OM	0.00 	14
DSM_0288101254	OM	0.00 	5
Soil_0052420945	OM	0.00 	3
Soil_0120419886	OM	0.00 	3
DSM_0315816517	OM	0.00 	12
DSM_0070175827	OM	0.00 	15
DSM_0381196304	OM	0.00 	5
Soil_0124814323	OM	0.09 	57
DSM_0026541754	OM	0.13 	8
DSM_0477822513	OM	0.00 	4
DSM_0460552732	OM	0.00 	3
DSM_0036092783	OM	0.00 	4
DSM_0383723996	OM	0.00 	16
DSM_0076542182	OM	0.08 	12
Soil_0091262632	OM	0.00 	9
Soil_0034277947	OM	0.00 	86
Soil_0130251380	OM	0.06 	17
DSM_0322527183	OM	0.00 	3
DSM_0259682427	OM	0.12 	42
DSM_0365754122	OM	0.20 	5
DSM_0366584672	OM	0.11 	9
DSM_0487624963	OM	0.00 	10
DSM_0361422578	OM	0.00 	10
DSM_0457910311	OM	0.06 	18
Soil_0151272915	OM	0.00 	7
DSM_0037103168	OM	0.00 	16
DSM_0035646083	OM	0.00 	7
Soil_0099822440	OM	0.00 	7
Soil_0102398162	OM	0.03 	32
DSM_0068507077	OM	0.00 	12
DSM_0086724531	OM	0.00 	16
OM-RGC.v2.039369214	OM	0.00 	28
DSM_0233730088	OM	0.00 	11
DSM_0114937164	OM	0.00 	5
DSM_0200966611	OM	0.00 	6
Soil_0124576382	OM	0.07 	14
DSM_0490886858	OM	0.07 	30
Soil_0108015672	OM	0.00 	4
Soil_0065218419	OM	0.00 	4
DSM_0004314387	OM	0.04 	26
Soil_0147962093	OM	0.00 	20
DSM_0028075940	OM	0.00 	10
DSM_0222518169	OM	0.00 	14
DSM_0326363628	OM	0.00 	9
DSM_0104349736	OM	0.00 	11
DSM_0010355994	OM	0.03 	32
DSM_0371624792	OM	0.00 	8
Soil_0002739153	OM	0.00 	15
DSM_0171201234	OM	0.00 	29
DSM_0267518939	OM	0.00 	5
Soil_0053599020	OM	0.20 	5
Soil_0022289162	OM	0.00 	9
DSM_0078649934	OM	0.40 	5
Soil_0145131719	OM	0.00 	3
Soil_0064751973	OM	0.00 	3
OM-RGC.v2.000304352	OM	0.07 	15
DSM_0010967396	OM	0.17 	29
DSM_0398218970	OM	0.00 	3
DSM_0236676237	OM	0.00 	3
DSM_0020913672	OM	0.00 	6
DSM_0050441384	OM	0.00 	7
DSM_0057632022	OM	0.09 	34
DSM_0086311695	OM	0.00 	5
DSM_0384151839	OM	0.00 	22
Soil_0098697174	OM	0.00 	5
DSM_0389784674	OM	0.00 	36
DSM_0389653824	OM	0.14 	7
Soil_0070136791	OM	0.00 	3
DSM_0341575815	OM	0.00 	5
Soil_0031248604	OM	0.00 	9
OM-RGC.v2.018987240	OM	0.00 	16
DSM_0101934778	OM	0.25 	4
Soil_0124741315	OM	0.00 	32
Soil_0069765796	OM	0.00 	22
DSM_0443141837	OM	0.00 	26
DSM_0282349680	OM	0.07 	14
DSM_0058556076	OM	0.00 	3
Soil_0027272313	OM	0.00 	3
Soil_0054940292	OM	0.00 	5
DSM_0445614343	OM	0.00 	4
DSM_0264266175	OM	0.06 	17
DSM_0185060135	OM	0.00 	5
Soil_0089857545	OM	0.00 	5
DSM_0412693536	OM	0.10 	20
DSM_0215089839	OM	0.17 	6
Soil_0002287820	OM	0.00 	4
Soil_0146848444	OM	0.00 	4
DSM_0419178549	OM	0.00 	16
DSM_0111744012	OM	0.00 	12
DSM_0381865089	OM	0.00 	30
DSM_0099332532	OM	0.05 	77
Soil_0134280411	OM	0.00 	37
DSM_0220204007	OM	0.00 	29
DSM_0204720404	OM	0.07 	14
Soil_0083139894	OM	0.00 	6
OM-RGC.v2.030395755	OM	0.00 	31
DSM_0078509490	OM	0.00 	6
Soil_0009200071	OM	0.11 	9
DSM_0076867914	OM	0.17 	6
DSM_0164476883	OM	0.00 	4
DSM_0477078611	OM	0.00 	17
DSM_0078899880	OM	0.00 	3
Soil_0113682535	OM	0.11 	9
DSM_0193008916	OM	0.06 	33
Soil_0141819263	OM	0.00 	6
Soil_0124923527	OM	0.00 	7
DSM_0007095628	OM	0.00 	11
DSM_0346875851	OM	0.00 	6
Soil_0013960617	OM	0.00 	6
DSM_0300304383	OM	0.03 	86
DSM_0097595128	OM	0.00 	3
DSM_0012787974	OM	0.05 	19
OM-RGC.v2.034490927	OM	0.00 	4
DSM_0463028062	OM	0.20 	5
DSM_0127190602	OM	0.14 	21
DSM_0435683136	OM	0.03 	30
DSM_0115259559	OM	0.00 	3
DSM_0407944386	OM	0.05 	19
DSM_0318782268	OM	0.00 	3
Soil_0013975239	OM	0.00 	6
DSM_0453810173	OM	0.00 	19
DSM_0374423931	OM	0.00 	5
DSM_0475365559	OM	0.00 	34
DSM_0206803643	OM	0.03 	39
DSM_0251070763	OM	0.00 	8
DSM_0387013392	OM	0.00 	5
DSM_0185692792	OM	0.33 	6
Soil_0013701965	OM	0.00 	4
OM-RGC.v2.016889355	OM	0.00 	19
DSM_0071501085	OM	0.01 	99
Soil_0151366388	OM	0.00 	3
Soil_0041309390	OM	0.00 	19
DSM_0288830768	OM	0.00 	7
DSM_0483532016	OM	0.00 	3
DSM_0100156101	OM	0.00 	10
DSM_0200017617	OM	0.00 	3
DSM_0170457495	OM	0.00 	6
DSM_0185926866	OM	0.00 	3
DSM_0084061500	OM	0.00 	5
OM-RGC.v2.032638841	OM	0.00 	5
Soil_0125800183	OM	0.00 	3
DSM_0414351051	OM	0.00 	17
DSM_0454690664	OM	0.09 	11
DSM_0198681834	OM	0.00 	4
DSM_0011129862	OM	0.12 	17
Soil_0089604481	OM	0.33 	3
Soil_0099105153	OM	0.13 	8
Soil_0020497740	OM	0.00 	4
Soil_0093177943	OM	0.11 	9
Soil_0066474919	OM	0.25 	4
OM-RGC.v2.033067230	OM	0.00 	111
Soil_0138168426	OM	0.00 	7
DSM_0175751065	OM	0.00 	3
Soil_0115930228	OM	0.00 	37
DSM_0247920853	OM	0.00 	3
DSM_0179398532	OM	0.25 	4
Soil_0132135465	OM	0.00 	4
Soil_0073222695	OM	0.20 	5
DSM_0482611396	OM	0.14 	7
DSM_0212114399	OM	0.02 	43
DSM_0097559642	OM	0.00 	3
DSM_0140382179	OM	0.00 	3
Soil_0002970596	OM	0.00 	9
Soil_0096574468	OM	0.00 	16
DSM_0367481407	OM	0.01 	94
DSM_0446381386	OM	0.00 	16
DSM_0209398433	OM	0.03 	34
DSM_0095974410	OM	0.00 	12
DSM_0022453217	OM	0.00 	5
Soil_0149311074	OM	0.00 	3
DSM_0073131536	OM	0.00 	8
DSM_0309585988	OM	0.00 	11
DSM_0280995411	OM	0.20 	5
DSM_0371302172	OM	0.00 	15
DSM_0030546337	OM	0.07 	69
DSM_0336273757	OM	0.00 	11
Soil_0083310132	OM	0.01 	90
DSM_0291842394	OM	0.00 	6
DSM_0237747506	OM	0.00 	3
DSM_0295375115	OM	0.02 	46
Soil_0056273776	OM	0.00 	135
DSM_0028069654	OM	0.05 	19
DSM_0215538478	OM	0.00 	8
Soil_0098308701	OM	0.00 	3
DSM_0358294726	OM	0.00 	4
DSM_0464052973	OM	0.33 	3
DSM_0329092951	OM	0.14 	7
DSM_0048962321	OM	0.00 	5
DSM_0107085936	OM	0.00 	6
DSM_0037408864	OM	0.00 	24
DSM_0177660333	OM	0.09 	11
DSM_0266048156	OM	0.25 	4
DSM_0482769220	OM	0.07 	30
Soil_0126134539	OM	0.06 	32
Soil_0137439373	OM	0.07 	30
DSM_0482835452	OM	0.00 	3
Soil_0107504535	OM	0.00 	4
DSM_0365832193	OM	0.00 	4
Soil_0130037906	OM	0.33 	3
DSM_0019114235	OM	0.00 	3
Soil_0106498869	OM	0.00 	6
Soil_0077525114	OM	0.00 	4
DSM_0168320578	OM	0.33 	3
DSM_0448102172	OM	0.00 	3
Soil_0137343946	OM	0.05 	20
OM-RGC.v2.028632047	OM	0.00 	3
DSM_0004940826	OM	0.02 	53
DSM_0438326119	OM	0.00 	3
DSM_0121012996	OM	0.00 	6
DSM_0028420035	OM	0.09 	11
DSM_0096716415	OM	0.00 	5
DSM_0133712473	OM	0.00 	13
DSM_0478374439	OM	0.00 	15
DSM_0357573066	OM	0.00 	4
DSM_0262702927	OM	0.00 	7
DSM_0045516883	OM	0.00 	5
DSM_0286415119	OM	0.00 	17
DSM_0459798495	OM	0.00 	8
DSM_0401659595	OM	0.00 	4
DSM_0405081825	OM	0.00 	5
DSM_0469217767	OM	0.00 	11
Soil_0089641187	OM	0.07 	27
DSM_0281057968	OM	0.00 	5
Soil_0107551109	OM	0.00 	13
Soil_0053670639	OM	0.25 	8
Soil_0089093629	OM	0.00 	12
Soil_0041341374	OM	0.00 	5
Soil_0075172541	OM	0.00 	4
Soil_0141987615	OM	0.00 	23
DSM_0034829276	OM	0.00 	11
DSM_0242519263	OM	0.00 	78
DSM_0501328076	OM	0.00 	5
DSM_0174698295	OM	0.00 	24
DSM_0150878828	OM	0.00 	8
Soil_0022414928	OM	0.00 	15
DSM_0117925108	OM	0.00 	10
DSM_0402872715	OM	0.00 	19
Soil_0129114890	OM	0.00 	3
DSM_0466309201	OM	0.09 	11
DSM_0432015526	OM	0.00 	7
DSM_0176559318	OM	0.00 	4
OM-RGC.v2.044603940	OM	0.00 	8
DSM_0218202937	OM	0.00 	3
DSM_0169879138	OM	0.10 	20
DSM_0288006008	OM	0.00 	3
DSM_0319384176	OM	0.00 	12
Soil_0123092068	OM	0.07 	15
DSM_0337618438	OM	0.40 	5
OM-RGC.v2.010104289	OM	0.00 	6
Soil_0096622269	OM	0.00 	4
Soil_0149319236	OM	0.07 	30
Soil_0028240811	OM	0.06 	17
DSM_0408299565	OM	0.00 	19
DSM_0475938052	OM	0.03 	34
DSM_0350668124	OM	0.10 	31
Soil_0085868416	OM	0.07 	30
DSM_0125878645	OM	0.00 	4
Soil_0138988484	OM	0.00 	3
DSM_0030524876	OM	0.00 	4
Soil_0060227718	OM	0.03 	29
DSM_0136806379	OM	0.00 	33
DSM_0254766839	OM	0.00 	3
DSM_0189333023	OM	0.00 	7
DSM_0019549660	OM	0.00 	12
Soil_0035960947	OM	0.00 	4
Soil_0072085922	OM	0.00 	3
Soil_0051144622	OM	0.00 	4
DSM_0066420404	OM	0.38 	8
DSM_0016857708	OM	0.00 	3
DSM_0100395658	OM	0.00 	17
OM-RGC.v2.022248924	OM	0.00 	6
Soil_0032407135	OM	0.00 	4
DSM_0028844201	OM	0.00 	8
DSM_0357512782	OM	0.00 	9
DSM_0337072556	OM	0.00 	15
DSM_0395016226	OM	0.02 	110
DSM_0197484497	OM	0.00 	15
DSM_0108374352	OM	0.00 	19
DSM_0071242450	OM	0.18 	17
Soil_0039165136	OM	0.00 	18
DSM_0247557545	OM	0.00 	4
DSM_0205142998	OM	0.00 	17
DSM_0065079135	OM	0.00 	14
Soil_0051603434	OM	0.00 	4
Soil_0063226904	OM	0.02 	50
Soil_0045213141	OM	0.00 	3
Soil_0139743663	OM	0.09 	11
Soil_0025843916	OM	0.00 	3
DSM_0328086741	OM	0.00 	9
DSM_0174261435	OM	0.07 	15
DSM_0028475894	OM	0.00 	5
DSM_0026348561	OM	0.13 	16
DSM_0461724139	OM	0.00 	28
DSM_0237626287	OM	0.08 	12
Soil_0037673732	OM	0.19 	27
DSM_0419033256	OM	0.00 	35
DSM_0225862016	OM	0.03 	39
DSM_0020226808	OM	0.00 	3
DSM_0452303881	OM	0.00 	10
Soil_0085705545	OM	0.00 	9
DSM_0270121655	OM	0.00 	3
DSM_0108424780	OM	0.00 	3
DSM_0016817881	OM	0.00 	4
DSM_0253325662	OM	0.05 	81
DSM_0069530638	OM	0.00 	3
DSM_0132555954	OM	0.00 	3
DSM_0228151767	OM	0.00 	5
DSM_0063688142	OM	0.00 	3
DSM_0031204206	OM	0.00 	6
Soil_0142532446	OM	0.00 	11
DSM_0035536245	OM	0.09 	11
DSM_0498032246	OM	0.00 	16
OM-RGC.v2.028579434	OM	0.00 	6
DSM_0281604761	OM	0.00 	3
Soil_0027678279	OM	0.00 	15
DSM_0091924003	OM	0.00 	6
DSM_0164549471	OM	0.14 	7
Soil_0013183242	OM	0.00 	5
Soil_0149304889	OM	0.00 	4
Soil_0132459110	OM	0.00 	5
DSM_0492429316	OM	0.00 	15
DSM_0092489428	OM	0.00 	3
DSM_0072897986	OM	0.00 	9
DSM_0049753554	OM	0.33 	3
DSM_0206351192	OM	0.00 	3
Soil_0130713993	OM	0.00 	4
DSM_0245923888	OM	0.15 	13
DSM_0086422472	OM	0.00 	4
DSM_0299769775	OM	0.00 	6
DSM_0100746453	OM	0.00 	3
Soil_0155643125	OM	0.00 	4
Soil_0073481364	OM	0.00 	3
DSM_0450197471	OM	0.00 	10
DSM_0070311427	OM	0.00 	4
Soil_0058348352	OM	0.00 	6
Soil_0046988196	OM	0.00 	5
Soil_0101810740	OM	0.00 	9
DSM_0334484292	OM	0.00 	30
Soil_0066139845	OM	0.00 	3
DSM_0199269077	OM	0.08 	13
DSM_0169304998	OM	0.14 	14
Soil_0024845194	OM	0.00 	3
DSM_0125575652	OM	0.33 	3
OM-RGC.v2.007868494	OM	0.00 	3
DSM_0039837383	OM	0.00 	6
DSM_0355507571	OM	0.00 	21
OM-RGC.v2.029955248	OM	0.00 	14
Soil_0143001465	OM	0.05 	19
Soil_0018018426	OM	0.17 	12
DSM_0352056738	OM	0.33 	3
DSM_0489577129	OM	0.00 	59
DSM_0379217651	OM	0.00 	21
DSM_0346773696	OM	0.00 	5
DSM_0298519383	OM	0.00 	4
DSM_0450862550	OM	0.00 	5
DSM_0088469638	OM	0.00 	4
DSM_0110161835	OM	0.00 	7
DSM_0398189523	OM	0.33 	6
Soil_0138385703	OM	0.00 	6
Soil_0015521145	OM	0.00 	16
DSM_0033027297	OM	0.00 	22
DSM_0261316778	OM	0.00 	5
DSM_0046651445	OM	0.00 	10
DSM_0142222628	OM	0.00 	5
DSM_0066064380	OM	0.00 	3
OM-RGC.v2.037223855	OM	0.00 	15
DSM_0288909565	OM	0.04 	27
Soil_0042221856	OM	0.11 	9
OM-RGC.v2.023607563	OM	0.00 	26
DSM_0414535422	OM	0.00 	4
DSM_0134715738	OM	0.00 	3
DSM_0388453874	OM	0.20 	5
DSM_0362761555	OM	0.00 	3
DSM_0213613863	OM	0.00 	5
DSM_0492941324	OM	0.15 	34
Soil_0090894000	OM	0.00 	61
DSM_0169902750	OM	0.00 	3
Soil_0098723502	OM	0.00 	5
Soil_0104304174	OM	0.00 	6
DSM_0297914216	OM	0.05 	21
DSM_0209419384	OM	0.00 	9
Soil_0033612553	OM	0.10 	10
Soil_0003414357	OM	0.07 	28
DSM_0231240011	OM	0.00 	11
DSM_0213326077	OM	0.00 	3
DSM_0479474690	OM	0.00 	8
DSM_0005166448	OM	0.00 	12
DSM_0214844834	OM	0.00 	11
DSM_0199566695	OM	0.14 	7
Soil_0149497442	OM	0.00 	7
DSM_0251776917	OM	0.00 	34
DSM_0288175844	OM	0.00 	46
DSM_0275832516	OM	0.00 	9
DSM_0451672870	OM	0.00 	7
DSM_0047967461	OM	0.14 	7
DSM_0061676323	OM	0.00 	3
Soil_0125563072	OM	0.00 	15
Soil_0037642584	OM	0.00 	12
Soil_0146326021	OM	0.00 	17
DSM_0130048048	OM	0.00 	41
DSM_0074605860	OM	0.00 	7
DSM_0400310959	OM	0.00 	16
DSM_0112531618	OM	0.00 	34
DSM_0412585069	OM	0.00 	3
DSM_0093068167	OM	0.00 	17
Soil_0005015822	OM	0.00 	5
DSM_0301647567	OM	0.10 	21
Soil_0107047412	OM	0.13 	8
DSM_0316050070	OM	0.00 	5
Soil_0050731189	OM	0.00 	12
DSM_0285250977	OM	0.00 	5
DSM_0109204767	OM	0.00 	4
DSM_0309894005	OM	0.00 	44
DSM_0052416090	OM	0.00 	7
Soil_0069973984	OM	0.00 	3
Soil_0044974462	OM	0.00 	3
DSM_0111066581	OM	0.00 	3
DSM_0370185031	OM	0.00 	3
DSM_0375789970	OM	0.00 	3
Soil_0076896767	OM	0.00 	11
DSM_0044583641	OM	0.00 	6
DSM_0072119791	OM	0.00 	10
DSM_0010415064	OM	0.06 	16
DSM_0284846318	OM	0.00 	13
DSM_0258205262	OM	0.00 	8
DSM_0107760962	OM	0.00 	5
DSM_0286977556	OM	0.13 	8
DSM_0105455511	OM	0.00 	4
DSM_0087707080	OM	0.00 	3
DSM_0419693058	OM	0.00 	38
DSM_0179788960	OM	0.00 	10
Soil_0042142411	OM	0.00 	9
DSM_0120054195	OM	0.13 	8
DSM_0160084397	OM	0.00 	17
DSM_0213018619	OM	0.00 	11
Soil_0062902431	OM	0.00 	9
DSM_0377952421	OM	0.00 	25
DSM_0273209112	OM	0.00 	12
DSM_0459888811	OM	0.00 	15
DSM_0122685988	OM	0.00 	3
DSM_0241200167	OM	0.00 	3
DSM_0037922563	OM	0.00 	5
OM-RGC.v2.028380809	OM	0.02 	139
DSM_0116340995	OM	0.00 	24
DSM_0257999301	OM	0.00 	5
DSM_0369000234	OM	0.00 	4
DSM_0245435937	OM	0.20 	5
DSM_0077662938	OM	0.00 	12
DSM_0421094366	OM	0.06 	17
DSM_0284548499	OM	0.00 	16
Soil_0155942570	OM	0.06 	17
DSM_0500841986	OM	0.00 	15
DSM_0020369848	OM	0.04 	47
Soil_0102552123	OM	0.00 	33
DSM_0120768028	OM	0.00 	4
DSM_0332910143	OM	0.00 	3
DSM_0081892945	OM	0.00 	5
Soil_0032676084	OM	0.12 	25
DSM_0036236873	OM	0.02 	52
Soil_0022788047	OM	0.03 	39
OM-RGC.v2.030424683	OM	0.06 	16
DSM_0412760461	OM	0.06 	17
OM-RGC.v2.034989321	OM	0.00 	36
DSM_0055610689	OM	0.33 	6
DSM_0068672982	OM	0.03 	34
Soil_0091572929	OM	0.00 	4
DSM_0227214795	OM	0.00 	3
Soil_0006908594	OM	0.13 	8
DSM_0355049819	OM	0.00 	10
DSM_0402740733	OM	0.00 	4
DSM_0115463859	OM	0.00 	5
DSM_0489343906	OM	0.00 	4
DSM_0131149863	OM	0.03 	36
DSM_0450920145	OM	0.03 	37
Soil_0060495560	OM	0.00 	9
DSM_0144487516	OM	0.00 	16
DSM_0054075029	OM	0.00 	4
Soil_0154331965	OM	0.00 	5
DSM_0236423170	OM	0.00 	18
DSM_0011173593	OM	0.13 	8
OM-RGC.v2.024970297	OM	0.00 	18
Soil_0100426255	OM	0.33 	3
DSM_0069518536	OM	0.00 	8
DSM_0448142701	OM	0.10 	21
Soil_0116147520	OM	0.00 	4
Soil_0089461036	OM	0.00 	10
DSM_0440712651	OM	0.00 	4
Soil_0138061347	OM	0.00 	4
Soil_0006852471	OM	0.00 	4
DSM_0179819698	OM	0.00 	87
Soil_0150476535	OM	0.00 	12
Soil_0008212181	OM	0.00 	17
DSM_0042032980	OM	0.00 	3
Soil_0131572494	OM	0.00 	4
Soil_0124257512	OM	0.00 	4
Soil_0123738190	OM	0.06 	33
OM-RGC.v2.000129454	OM	0.00 	3
DSM_0088440106	OM	0.00 	5
Soil_0021548169	OM	0.00 	4
DSM_0281032492	OM	0.00 	3
Soil_0007991864	OM	0.15 	13
Soil_0085065405	OM	0.00 	4
Soil_0067487555	OM	0.00 	8
Soil_0058450904	OM	0.00 	4
OM-RGC.v2.031347124	OM	0.00 	6
DSM_0479061905	OM	0.00 	14
DSM_0154259099	OM	0.09 	22
Soil_0159786338	OM	0.00 	10
DSM_0496371249	OM	0.00 	8
OM-RGC.v2.010140808	OM	0.00 	10
DSM_0172057230	OM	0.00 	4
OM-RGC.v2.029205757	OM	0.00 	3
Soil_0075534711	OM	0.12 	33
Soil_0032134818	OM	0.14 	7
DSM_0386536868	OM	0.00 	30
DSM_0475919393	OM	0.00 	3
DSM_0335089548	OM	0.00 	3
Soil_0070286914	OM	0.00 	6
Soil_0002334373	OM	0.00 	11
Soil_0016430539	OM	0.00 	15
DSM_0304919238	OM	0.20 	5
OM-RGC.v2.035455674	OM	0.00 	200
Soil_0088541524	OM	0.00 	7
OM-RGC.v2.001938627	OM	0.05 	40
DSM_0176285169	OM	0.00 	10
DSM_0094559628	OM	0.05 	19
Soil_0028544985	OM	0.00 	11
DSM_0205041657	OM	0.00 	6
DSM_0396057900	OM	0.25 	4
Soil_0084366430	OM	0.00 	23
OM-RGC.v2.023367293	OM	0.00 	9
Soil_0130550672	OM	0.00 	4
DSM_0454377032	OM	0.14 	14
DSM_0381901163	OM	0.00 	10
Soil_0006948678	OM	0.00 	3
DSM_0448169660	OM	0.00 	9
Soil_0013840191	OM	0.00 	7
DSM_0313187484	OM	0.00 	4
DSM_0284206300	OM	0.00 	15
DSM_0306536782	OM	0.00 	18
DSM_0366049749	OM	0.11 	28
DSM_0446581582	OM	0.00 	26
Soil_0156030490	OM	0.00 	6
DSM_0274011324	OM	0.00 	4
DSM_0494675477	OM	0.00 	4
DSM_0239631141	OM	0.06 	16
DSM_0131503772	OM	0.00 	4
DSM_0397793435	OM	0.00 	8
DSM_0105854600	OM	0.00 	6
DSM_0234990939	OM	0.13 	8
DSM_0341800294	OM	0.10 	10
DSM_0326873474	OM	0.00 	6
DSM_0362668596	OM	0.00 	7
DSM_0182543518	OM	0.00 	115
Soil_0077834012	OM	0.00 	4
DSM_0201901479	OM	0.00 	7
Soil_0140892545	OM	0.00 	7
DSM_0366599138	OM	0.00 	6
Soil_0023237433	OM	0.00 	4
DSM_0417109187	OM	0.00 	4
DSM_0108375782	OM	0.00 	4
DSM_0380365902	OM	0.00 	4
Soil_0096034677	OM	0.00 	6
Soil_0064541236	OM	0.07 	15
Soil_0000566774	OM	0.00 	4
Soil_0078255049	OM	0.00 	3
Soil_0061202667	OM	0.00 	6
DSM_0168803715	OM	0.00 	19
Soil_0070616334	OM	0.00 	3
Soil_0005456062	OM	0.00 	20
DSM_0075521444	OM	0.00 	10
DSM_0176725851	OM	0.14 	7
DSM_0286902025	OM	0.00 	12
DSM_0320373694	OM	0.08 	24
Soil_0080915689	OM	0.00 	4
Soil_0132965772	OM	0.00 	26
DSM_0066745600	OM	0.02 	86
DSM_0235064114	OM	0.00 	13
OM-RGC.v2.010985848	OM	0.00 	4
DSM_0474974065	OM	0.00 	3
DSM_0061930651	OM	0.17 	6
DSM_0455741202	OM	0.00 	4
DSM_0042763185	OM	0.50 	4
DSM_0264882814	OM	0.00 	8
Soil_0141858595	OM	0.00 	6
DSM_0286558438	OM	0.17 	6
Soil_0047066242	OM	0.00 	17
OM-RGC.v2.000850015	OM	0.01 	89
DSM_0161453726	OM	0.00 	4
DSM_0462767000	OM	0.09 	11
DSM_0329692238	OM	0.00 	4
DSM_0085766881	OM	0.00 	15
DSM_0372814247	OM	0.00 	4
DSM_0416546551	OM	0.00 	5
DSM_0242258668	OM	0.00 	12
DSM_0092996639	OM	0.00 	17
DSM_0098423688	OM	0.00 	18
DSM_0241883606	OM	0.00 	3
DSM_0187418455	OM	0.00 	5
DSM_0083689043	OM	0.00 	8
Soil_0134374051	OM	0.00 	6
DSM_0272216722	OM	0.00 	8
DSM_0264533645	OM	0.01 	74
Soil_0079676594	OM	0.00 	3
DSM_0037572906	OM	0.00 	4
DSM_0211708059	OM	0.00 	13
DSM_0087445725	OM	0.00 	5
DSM_0178895834	OM	0.08 	13
DSM_0080692884	OM	0.00 	8
DSM_0044969022	OM	0.00 	21
DSM_0121576338	OM	0.00 	12
DSM_0043501033	OM	0.00 	6
DSM_0212851802	OM	0.00 	4
DSM_0045217406	OM	0.00 	3
DSM_0467753203	OM	0.03 	29
DSM_0368697298	OM	0.00 	3
DSM_0417439094	OM	0.00 	3
Soil_0106196464	OM	0.00 	9
DSM_0215969121	OM	0.00 	14
DSM_0158683819	OM	0.00 	10
OM-RGC.v2.034957162	OM	0.00 	43
DSM_0334901523	OM	0.25 	4
DSM_0283938397	OM	0.14 	7
DSM_0404204540	OM	0.00 	3
DSM_0117134546	OM	0.00 	16
DSM_0181220090	OM	0.07 	30
DSM_0120095371	OM	0.00 	3
Soil_0150771910	OM	0.00 	6
DSM_0479242907	OM	0.00 	3
DSM_0265455536	OM	0.00 	4
OM-RGC.v2.001608657	OM	0.00 	18
DSM_0389647459	OM	0.00 	5
DSM_0251407102	OM	0.09 	11
Soil_0053983536	OM	0.00 	3
Soil_0107448492	OM	0.03 	37
OM-RGC.v2.031469351	OM	0.00 	16
DSM_0400726572	OM	0.00 	24
DSM_0083135049	OM	0.00 	5
OM-RGC.v2.001226857	OM	0.02 	52
DSM_0150032315	OM	0.10 	30
DSM_0109512102	OM	0.00 	17
